Incident Number,Opened At,Resolved At,Closed At,Category,Subcategory,Priority,Impact,Urgency,State,Assignment Group,Assigned To,Location,Department,CI Name,Short Description,Reopen Count,SLA Met,Resolution Hours,Caller ID,Month Year,Quarter
INC100102,2025-02-02 14:33:18,2025-02-06 00:33:18,2025-02-06 12:33:18,Cloud,SQL,Critical,High,Medium,Resolved,Security Team,Rebecca Adkins,Kolkata,Operations,CRM Server,Tonight pattern board and already star rise.,0,Yes,82,Harry Lamb,Feb-2025,Q1
INC100103,2023-08-16 23:43:21,2023-08-18 15:43:21,2023-08-18 16:43:21,Software,Server,Critical,High,High,On Hold,Network Team,Elijah Owens,Mumbai,Support,CRM Server,Future rock chair mouth thousand.,4,Yes,40,Spencer Martinez,Aug-2023,Q3
INC100104,2022-02-07 15:11:37,2022-02-11 05:11:37,2022-02-11 20:11:37,Hardware,Windows,Medium,Medium,Low,Resolved,Security Team,Sandra Robinson,Pune,Sales,Power BI Server,Manage wall investment cut kitchen idea answer.,5,Yes,86,Crystal Sandoval,Feb-2022,Q1
INC100105,2022-10-01 21:05:08,2022-10-04 16:05:08,2022-10-05 11:05:08,Hardware,VPN,High,Low,Medium,New,Cloud Team,Sheila Hartman,Kolkata,IT,SAP Server,Land law language story into.,2,No,67,Diane Chavez,Oct-2022,Q4
INC100106,2022-03-22 00:25:15,2022-03-25 02:25:15,2022-03-25 09:25:15,Hardware,Windows,Low,Medium,Low,New,Service Desk,Ronald Henderson,Chennai,IT,Power BI Server,Song prove above decision wear simple product investment administration behavior.,1,No,74,Melissa Matthews,Mar-2022,Q1
INC100107,2026-01-08 21:51:01,2026-01-11 21:51:01,2026-01-12 07:51:01,Cloud,Windows,High,Low,High,On Hold,Windows Team,Kevin Martinez,Chennai,Sales,Web Server,Simply different certain could floor six time.,5,No,72,Carolyn Garcia,Jan-2026,Q1
INC100108,2021-09-20 07:34:04,2021-09-22 17:34:04,2021-09-23 10:34:04,Cloud,Laptop,High,High,High,In Progress,Security Team,Perry Wagner,Pune,Support,VPN Gateway,Agent but professional return move food.,0,No,58,Douglas Murphy,Sep-2021,Q3
INC100109,2022-06-01 00:23:50,2022-06-01 04:23:50,2022-06-01 07:23:50,Network,Linux,Low,High,Medium,Resolved,Service Desk,Dr. Nancy Smith,Pune,Marketing,Active Directory,Think factor throw this check.,3,Yes,4,Christopher Mann,Jun-2022,Q2
INC100110,2024-05-08 12:01:19,2024-05-09 07:01:19,2024-05-09 15:01:19,Cloud,Oracle,Critical,Low,Low,In Progress,Application Support,Amy Williams,Chennai,Operations,VPN Gateway,Former anyone should go wife nearly laugh risk traditional lot part.,3,Yes,19,Ricky Powell,May-2024,Q2
INC100111,2024-08-15 09:07:51,2024-08-17 10:07:51,2024-08-17 12:07:51,Application,Windows,High,High,Medium,On Hold,Security Team,Nathan Anderson,Hyderabad,Support,Active Directory,Change before myself threat race foreign threat.,5,Yes,49,Adam Price,Aug-2024,Q3
INC100112,2021-11-13 16:59:38,2021-11-14 14:59:38,2021-11-15 05:59:38,Email,VPN,Critical,Low,High,On Hold,Service Desk,Ricky Thornton,Kolkata,Sales,CRM Server,Measure paper maintain way those for professor your pressure coach.,2,Yes,22,Jesse Anderson,Nov-2021,Q4
INC100113,2023-08-05 09:32:10,2023-08-05 19:32:10,2023-08-06 05:32:10,Hardware,Windows,High,High,Low,On Hold,Database Team,Curtis Robinson,Chennai,Marketing,Oracle DB,Once remain office teach help conference.,0,No,10,Justin Evans,Aug-2023,Q3
INC100114,2023-07-31 22:27:24,2023-08-02 22:27:24,2023-08-03 04:27:24,Cloud,Printer,Medium,High,Low,Resolved,Application Support,Shawn Ingram,Kolkata,Sales,Active Directory,Analysis interesting every save common west situation single focus week.,0,Yes,48,Alec Wheeler,Jul-2023,Q3
INC100115,2024-12-03 05:43:48,2024-12-06 22:43:48,2024-12-07 03:43:48,Hardware,Printer,High,High,Medium,Resolved,Database Team,Jeremy Mendez,Pune,Sales,Exchange Server,Hotel discuss indeed performance maybe future.,2,Yes,89,Debra Hill,Dec-2024,Q4
INC100116,2021-09-24 14:02:34,2021-09-25 06:02:34,2021-09-26 03:02:34,Security,Printer,Critical,High,Low,In Progress,Linux Team,Victoria Garcia,Hyderabad,IT,Exchange Server,Stock scientist decision sort southern body interest free compare three.,0,No,16,Daniel Hunter,Sep-2021,Q3
INC100117,2022-08-28 20:58:06,2022-08-30 21:58:06,2022-08-31 02:58:06,Security,VPN,High,Medium,Low,On Hold,Linux Team,Michael Butler,Delhi,Sales,Web Server,Somebody check project rule consider effort.,0,No,49,Melissa Kelly,Aug-2022,Q3
INC100118,2025-08-14 13:11:55,2025-08-15 16:11:55,2025-08-16 04:11:55,Database,VPN,Medium,Medium,High,Closed,Service Desk,Valerie Little,Hyderabad,Marketing,SAP Server,Song next story finish vote worker.,2,No,27,Donna Marshall,Aug-2025,Q3
INC100119,2025-06-15 15:07:11,2025-06-15 16:07:11,2025-06-16 04:07:11,Application,Linux,Critical,Low,High,On Hold,Security Team,Kendra Graham,Kolkata,Marketing,SAP Server,Staff three wide business first follow girl.,0,No,1,Michael Clark,Jun-2025,Q2
INC100120,2025-11-26 20:44:48,2025-11-29 02:44:48,2025-11-29 08:44:48,Software,Laptop,Critical,High,Medium,On Hold,Security Team,Michael Moore,Delhi,Finance,Oracle DB,Young her occur paper cultural then spend.,1,No,54,Anthony Valdez,Nov-2025,Q4
INC100121,2023-04-16 12:17:50,2023-04-20 04:17:50,2023-04-20 16:17:50,Email,SQL,Low,Medium,Low,New,Linux Team,Katie Blackwell,Pune,Marketing,Active Directory,Democrat real difference bring dinner between.,3,No,88,Michael Rodriguez,Apr-2023,Q2
INC100122,2023-02-20 13:27:28,2023-02-20 22:27:28,2023-02-21 01:27:28,Software,Printer,High,Medium,Medium,On Hold,Security Team,William Reid,Pune,HR,SAP Server,Company manage body sell also worker finish.,4,No,9,Mary Spencer,Feb-2023,Q1
INC100123,2021-12-28 05:21:18,2021-12-30 16:21:18,2021-12-31 14:21:18,Email,Server,Medium,Medium,Low,On Hold,Application Support,Sara Kaufman DDS,Hyderabad,IT,Power BI Server,Cold community must hotel woman factor.,1,Yes,59,Matthew Lucero,Dec-2021,Q4
INC100124,2024-11-06 07:04:58,2024-11-09 08:04:58,2024-11-10 07:04:58,Application,Firewall,High,High,Medium,In Progress,Application Support,Anthony Smith,Mumbai,Operations,CRM Server,Might scientist million vote.,1,No,73,Michael Smith,Nov-2024,Q4
INC100125,2026-02-13 16:58:16,2026-02-13 19:58:16,2026-02-14 02:58:16,Database,SQL,High,High,Low,Resolved,Linux Team,Joshua Pittman,Hyderabad,IT,VPN Gateway,Teach actually wonder strong decision car lead hit.,5,No,3,Robert Alexander,Feb-2026,Q1
INC100126,2021-03-20 11:44:05,2021-03-23 20:44:05,2021-03-24 06:44:05,Hardware,Windows,High,Medium,Medium,In Progress,Application Support,Jay Shepherd,Bangalore,Sales,VPN Gateway,Range policy this evidence anyone executive station husband.,2,Yes,81,Melissa Kelly,Mar-2021,Q1
INC100127,2021-03-22 09:40:43,2021-03-24 17:40:43,2021-03-24 21:40:43,Hardware,Laptop,High,Medium,Medium,On Hold,Security Team,Lori Perez,Chennai,Marketing,VPN Gateway,Themselves special loss real senior skin knowledge probably behind remain.,4,No,56,Melissa Kelly,Mar-2021,Q1
INC100128,2024-04-20 08:53:16,2024-04-23 19:53:16,2024-04-24 14:53:16,Software,Firewall,High,Low,Low,In Progress,Windows Team,Heather Forbes,Chennai,Operations,Exchange Server,Girl sell majority what agency to whom.,1,Yes,83,Michael Foley,Apr-2024,Q2
INC100129,2023-07-18 18:40:06,2023-07-20 18:40:06,2023-07-21 10:40:06,Database,Laptop,Low,High,Medium,New,Linux Team,Parker Mercado,Mumbai,Support,Power BI Server,Table bar city card leave church.,3,No,48,Jennifer Sullivan,Jul-2023,Q3
INC100130,2023-03-29 08:16:17,2023-04-02 08:16:17,2023-04-03 00:16:17,Application,Windows,High,High,High,Resolved,Security Team,Thomas Carney,Hyderabad,Support,Oracle DB,Small read result discussion sit upon box win avoid might.,4,Yes,96,Vincent Mcbride,Mar-2023,Q1
INC100131,2021-11-28 07:03:31,2021-11-28 18:03:31,2021-11-29 14:03:31,Network,Linux,Critical,Low,Medium,Closed,Linux Team,Debbie Smith,Hyderabad,Finance,Active Directory,End my agreement chance return serious actually.,0,No,11,Nicole Lozano,Nov-2021,Q4
INC100132,2026-07-11 00:12:41,2026-07-11 21:12:41,2026-07-12 00:12:41,Database,Server,Critical,High,High,On Hold,Windows Team,Megan Johnson,Hyderabad,Marketing,CRM Server,Head thank speech per hospital fact class.,0,Yes,21,Jessica Frederick,Jul-2026,Q3
INC100133,2024-03-27 20:20:50,2024-03-29 12:20:50,2024-03-30 05:20:50,Security,Laptop,Medium,Medium,Low,On Hold,Linux Team,Caleb Brown,Mumbai,HR,SAP Server,Thousand stuff within pick admit song.,2,Yes,40,Marc Nguyen,Mar-2024,Q1
INC100134,2021-06-17 13:31:25,2021-06-20 15:31:25,2021-06-20 22:31:25,Hardware,Windows,Medium,High,Low,In Progress,Linux Team,Jillian Long,Pune,Finance,Oracle DB,Condition international during two over rather word money.,2,No,74,Wesley Randolph,Jun-2021,Q2
INC100135,2024-09-01 06:25:24,2024-09-02 11:25:24,2024-09-03 00:25:24,Network,SQL,Low,Medium,Low,On Hold,Application Support,Luke Todd,Delhi,Finance,Active Directory,Help year several part city street language.,3,No,29,Paul Bennett,Sep-2024,Q3
INC100136,2024-05-27 06:30:05,2024-05-29 03:30:05,2024-05-30 00:30:05,Database,Firewall,Critical,Medium,High,New,Service Desk,April Grant,Hyderabad,Marketing,SAP Server,Walk idea teacher hit forget senior eat.,4,No,45,Bradley Barker,May-2024,Q2
INC100137,2024-07-20 00:58:10,2024-07-23 15:58:10,2024-07-23 18:58:10,Hardware,VPN,Critical,High,Low,In Progress,Cloud Team,Manuel Gilbert,Bangalore,Marketing,Power BI Server,Help morning owner response respond money newspaper.,4,No,87,Cody Lowe,Jul-2024,Q3
INC100138,2025-10-10 08:43:22,2025-10-13 16:43:22,2025-10-14 16:43:22,Application,Laptop,High,Low,High,Closed,Application Support,Kathryn Mosley,Mumbai,IT,VPN Gateway,Win sound child memory population drop fly.,4,Yes,80,Elizabeth Williams,Oct-2025,Q4
INC100139,2022-11-05 10:49:50,2022-11-07 08:49:50,2022-11-07 14:49:50,Database,SQL,Low,Medium,Low,Resolved,Service Desk,Emma Mayer,Hyderabad,Support,Exchange Server,Now worker peace risk property ground.,2,Yes,46,Brian Carter,Nov-2022,Q4
INC100140,2023-06-03 15:40:25,2023-06-05 17:40:25,2023-06-06 03:40:25,Hardware,Firewall,High,Low,High,On Hold,Database Team,Sabrina Gordon,Delhi,HR,CRM Server,Set specific rest left probably do detail certain key.,3,Yes,50,Christopher Valdez,Jun-2023,Q2
INC100141,2023-12-27 04:35:33,2023-12-27 21:35:33,2023-12-28 03:35:33,Application,Linux,Medium,Low,Medium,In Progress,Windows Team,Jason Brown,Pune,HR,Active Directory,Style study peace often one good save family.,5,No,17,Sarah Lewis,Dec-2023,Q4
INC100142,2026-03-05 10:01:02,2026-03-09 04:01:02,2026-03-10 03:01:02,Network,Server,Critical,Medium,High,Resolved,Service Desk,Kelsey Thomas,Pune,Support,SAP Server,Director forward walk member.,4,No,90,Michael Sanchez,Mar-2026,Q1
INC100143,2026-04-09 08:56:15,2026-04-10 23:56:15,2026-04-11 19:56:15,Email,Oracle,Low,Low,Low,Resolved,Database Team,Richard Pugh,Delhi,Marketing,Power BI Server,Onto leg now accept best employee.,2,No,39,Kimberly Smith,Apr-2026,Q2
INC100144,2024-06-08 06:57:56,2024-06-11 21:57:56,2024-06-12 14:57:56,Email,Linux,Medium,Low,High,New,Service Desk,Jennifer Parker,Bangalore,Finance,SAP Server,Population thank skill door activity enough behavior these go.,0,No,87,Erica Bowman,Jun-2024,Q2
INC100145,2023-09-23 05:37:35,2023-09-24 05:37:35,2023-09-24 17:37:35,Application,VPN,High,Medium,Medium,On Hold,Security Team,Brandon Golden,Pune,Finance,Oracle DB,Want last receive send thought nor.,5,Yes,24,Erica Jones,Sep-2023,Q3
INC100146,2022-01-14 14:04:26,2022-01-16 03:04:26,2022-01-16 08:04:26,Application,Firewall,High,Low,High,New,Security Team,Keith Ponce,Kolkata,Marketing,Exchange Server,Those receive alone price response throw painting west.,5,No,37,Hannah Johnson,Jan-2022,Q1
INC100147,2023-02-27 10:51:08,2023-03-01 05:51:08,2023-03-01 07:51:08,Software,Linux,Low,Low,Medium,In Progress,Application Support,Chad Nelson,Pune,Marketing,Power BI Server,Light leader nice player quite series board.,1,Yes,43,Amy Rodriguez,Feb-2023,Q1
INC100148,2023-04-03 22:19:23,2023-04-07 11:19:23,2023-04-07 15:19:23,Software,Laptop,Critical,High,High,In Progress,Application Support,Jerry Blevins,Pune,Operations,Oracle DB,Perform international well environmental across third.,1,Yes,85,Daniel Love,Apr-2023,Q2
INC100149,2024-05-04 12:03:24,2024-05-07 06:03:24,2024-05-07 09:03:24,Database,Oracle,Critical,Medium,High,Resolved,Application Support,Antonio Lee,Mumbai,IT,CRM Server,Sort speak better he high.,5,No,66,Melissa Hopkins,May-2024,Q2
INC100150,2021-12-04 12:03:33,2021-12-05 11:03:33,2021-12-06 10:03:33,Security,Linux,High,High,Low,On Hold,Security Team,Corey Singleton,Mumbai,HR,Power BI Server,Drop often modern adult drop work.,3,No,23,Jody Schmidt,Dec-2021,Q4
INC100151,2023-10-19 16:37:46,2023-10-20 10:37:46,2023-10-21 10:37:46,Database,SQL,Medium,Low,Low,On Hold,Database Team,Tanya Brown,Pune,Operations,CRM Server,Thus daughter case up fast if strong capital.,0,No,18,Paul Jackson,Oct-2023,Q4
INC100152,2026-02-06 10:45:39,2026-02-09 19:45:39,2026-02-10 08:45:39,Hardware,SQL,Medium,High,Medium,In Progress,Windows Team,Katherine Nichols,Delhi,HR,Web Server,Drive protect system sister economy any politics move.,2,No,81,Amy Tate,Feb-2026,Q1
INC100153,2025-02-21 00:36:11,2025-02-21 18:36:11,2025-02-21 22:36:11,Cloud,Linux,High,Medium,Medium,Resolved,Application Support,Emily Davis,Chennai,Support,VPN Gateway,Matter with never father budget occur.,5,No,18,Tiffany Cooper,Feb-2025,Q1
INC100154,2024-08-01 14:08:15,2024-08-03 06:08:15,2024-08-03 07:08:15,Application,Printer,Medium,Medium,Low,Closed,Service Desk,Jesse Daniels,Delhi,Sales,VPN Gateway,Card cell report argue factor when but yeah point.,1,No,40,Tim Collins,Aug-2024,Q3
INC100155,2021-11-08 20:28:54,2021-11-09 14:28:54,2021-11-10 13:28:54,Software,Windows,Critical,Low,Medium,In Progress,Security Team,Mia Hall,Hyderabad,IT,Oracle DB,Everybody defense go movie month four.,5,No,18,Heidi Johnson,Nov-2021,Q4
INC100156,2023-10-28 15:21:54,2023-10-31 01:21:54,2023-10-31 02:21:54,Email,Oracle,Medium,Low,Low,New,Security Team,Pamela Reynolds,Chennai,Operations,Web Server,Population money determine question trip safe note out care nearly.,2,No,58,Cory Barnes,Oct-2023,Q4
INC100157,2021-11-07 21:57:28,2021-11-08 09:57:28,2021-11-08 17:57:28,Cloud,VPN,Medium,High,Low,In Progress,Network Team,Shannon Lloyd,Kolkata,Operations,CRM Server,Human almost yourself force floor partner quite.,1,Yes,12,Brian Richard,Nov-2021,Q4
INC100158,2022-12-17 01:35:27,2022-12-17 09:35:27,2022-12-17 21:35:27,Cloud,Linux,Medium,Low,High,New,Windows Team,Todd Hawkins,Chennai,Operations,Active Directory,Actually idea lot cell explain crime firm box join sport.,3,No,8,Heather Lee,Dec-2022,Q4
INC100159,2025-05-20 14:32:24,2025-05-24 04:32:24,2025-05-24 09:32:24,Software,Laptop,High,Medium,Medium,In Progress,Linux Team,Shelby Shah,Kolkata,Sales,Active Directory,Town agent law less.,2,No,86,Trevor Warren,May-2025,Q2
INC100160,2024-05-12 23:39:22,2024-05-16 16:39:22,2024-05-17 08:39:22,Software,Linux,High,Medium,High,Resolved,Application Support,Jeffery Davis,Pune,Support,Active Directory,Camera positive rule interview sound artist modern weight score my.,0,Yes,89,Ricky Cabrera,May-2024,Q2
INC100161,2024-11-04 13:39:53,2024-11-08 13:39:53,2024-11-09 13:39:53,Cloud,SQL,High,Low,High,Closed,Service Desk,Mary Hudson,Chennai,IT,Oracle DB,Federal contain production research likely.,1,No,96,Jane Mitchell,Nov-2024,Q4
INC100162,2024-12-09 14:33:56,2024-12-11 03:33:56,2024-12-11 12:33:56,Network,SQL,Low,Medium,Low,New,Network Team,Stacy Martin,Chennai,Sales,SAP Server,Play something talk provide think imagine sit mean.,5,Yes,37,Willie Ruiz,Dec-2024,Q4
INC100163,2023-06-29 03:21:13,2023-07-03 03:21:13,2023-07-04 03:21:13,Cloud,Laptop,High,Low,Medium,Closed,Service Desk,Renee Cochran,Bangalore,IT,SAP Server,Serious community eat media certain generation hotel.,4,No,96,Kevin Blankenship,Jun-2023,Q2
INC100164,2022-07-06 18:37:45,2022-07-07 13:37:45,2022-07-07 14:37:45,Network,Oracle,Low,Low,Low,On Hold,Cloud Team,Susan Hernandez,Bangalore,Marketing,Oracle DB,Data foot morning about our either.,0,Yes,19,Michael Lynch,Jul-2022,Q3
INC100165,2022-12-26 19:07:12,2022-12-26 23:07:12,2022-12-27 06:07:12,Network,Server,Low,High,Low,In Progress,Linux Team,Samantha Lane,Pune,Support,CRM Server,Role education ever since dark must style tax great.,2,Yes,4,Aaron Garrett,Dec-2022,Q4
INC100166,2025-01-22 05:52:27,2025-01-25 22:52:27,2025-01-26 05:52:27,Application,Windows,Medium,Medium,Medium,Resolved,Security Team,Jennifer Dixon,Chennai,Support,CRM Server,People appear training phone arrive effort believe check kid development many.,1,Yes,89,Daniel Williams,Jan-2025,Q1
INC100167,2022-02-03 22:50:05,2022-02-04 13:50:05,2022-02-04 21:50:05,Cloud,Printer,High,High,Medium,Resolved,Database Team,Michelle Kelley,Delhi,IT,VPN Gateway,Rich over focus investment where character bill information.,4,Yes,15,Juan Bradford,Feb-2022,Q1
INC100168,2026-01-24 05:18:04,2026-01-27 11:18:04,2026-01-28 05:18:04,Hardware,Printer,Medium,Medium,Medium,On Hold,Cloud Team,Nicholas Hopkins,Bangalore,HR,VPN Gateway,Next wall fish more structure those environment edge.,5,Yes,78,Kimberly Carpenter,Jan-2026,Q1
INC100169,2025-01-12 18:47:24,2025-01-15 04:47:24,2025-01-15 09:47:24,Network,SQL,Critical,High,High,Resolved,Linux Team,James Miller,Delhi,Marketing,VPN Gateway,Particular himself evening interview letter do give cover under suffer.,0,No,58,Tracey Garcia,Jan-2025,Q1
INC100170,2023-07-18 06:56:45,2023-07-21 13:56:45,2023-07-22 09:56:45,Email,Linux,Low,Medium,Medium,In Progress,Database Team,Amanda Miller,Hyderabad,IT,Active Directory,Stock teach economic against example win to.,4,Yes,79,Sarah Carpenter,Jul-2023,Q3
INC100171,2025-09-13 18:12:59,2025-09-17 13:12:59,2025-09-18 03:12:59,Email,Printer,Critical,High,High,Resolved,Network Team,Amber Walker,Hyderabad,HR,CRM Server,High least affect poor yes method reality both campaign learn.,1,Yes,91,Michael Edwards,Sep-2025,Q3
INC100172,2023-06-20 07:17:44,2023-06-21 09:17:44,2023-06-22 05:17:44,Security,Server,Low,Low,Medium,On Hold,Database Team,Reginald Romero,Bangalore,Marketing,Power BI Server,Happen realize number firm above face board scientist describe institution.,5,No,26,Amber Dominguez,Jun-2023,Q2
INC100173,2023-11-15 13:13:19,2023-11-19 03:13:19,2023-11-19 16:13:19,Database,Firewall,Critical,High,Medium,New,Security Team,Suzanne Tyler,Hyderabad,Finance,SAP Server,Notice clearly try list everything need role different discover prevent sit.,0,Yes,86,Charles Cox,Nov-2023,Q4
INC100174,2021-01-18 02:34:51,2021-01-21 11:34:51,2021-01-21 14:34:51,Email,Linux,Medium,Low,Low,In Progress,Network Team,Jennifer Holder,Bangalore,Finance,Oracle DB,Road decision new there analysis culture bag reason.,1,Yes,81,Matthew Wilkins,Jan-2021,Q1
INC100175,2023-06-30 05:56:55,2023-07-03 08:56:55,2023-07-03 23:56:55,Cloud,SQL,Medium,Low,High,New,Windows Team,Lori Lewis,Mumbai,Sales,Active Directory,Beyond should ready share seem understand.,1,No,75,Christopher Valdez,Jun-2023,Q2
INC100176,2024-04-19 17:06:02,2024-04-22 00:06:02,2024-04-22 13:06:02,Network,Oracle,Medium,Medium,High,In Progress,Security Team,Jeremy Thompson,Pune,Finance,Oracle DB,Store successful general oil appear attention.,2,No,55,Melissa Matthews,Apr-2024,Q2
INC100177,2024-07-02 12:25:42,2024-07-06 10:25:42,2024-07-06 15:25:42,Software,VPN,High,High,Low,In Progress,Database Team,Stephen Humphrey,Mumbai,Marketing,CRM Server,You worry describe will relate.,3,No,94,Cory Barnes,Jul-2024,Q3
INC100178,2021-05-04 23:39:25,2021-05-06 22:39:25,2021-05-07 19:39:25,Cloud,Windows,Critical,Low,Medium,On Hold,Service Desk,Lisa Wilson,Chennai,Sales,Power BI Server,Father talk describe body suggest guy specific loss your field.,2,No,47,Morgan Williams,May-2021,Q2
INC100179,2021-01-16 08:06:22,2021-01-19 01:06:22,2021-01-19 18:06:22,Database,SQL,High,Medium,High,In Progress,Network Team,Theodore Pierce,Mumbai,IT,Active Directory,Less particular management money heart information of traditional network future.,1,No,65,Amanda Underwood,Jan-2021,Q1
